                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1727,                 3.1197,                 1.4233,                0.83429,                0.06674,                 0.1466,                0.09397,                 1.1148,                 3.5485,                 1.4863,             0.00024921,             0.00024921,             0.00024921
                      1,                 1.1271,                 2.2187,                 1.3861,                 0.8021,                0.15461,                0.18811,                0.12665,                 1.0954,                 2.7988,                 1.4997,             0.00050054,             0.00050054,             0.00050054
